task,send_time_s,latency_ms,device_exec_ms,queue_delay_ms,phase,pred,true
llm_ag_news,10.5659,104.815,104.146,0.488,2,Business,world
llm_ag_news,10.5671,103.577,101.541,1.860,2,Business,business
llm_ag_news,10.5834,87.324,86.704,0.453,2,Sports,sports
llm_ag_news,10.5938,77.015,76.387,0.457,2,Sports,sports
llm_ag_news,10.6151,55.683,55.051,0.476,2,World,world
llm_ag_news,10.6618,176.901,175.817,0.639,2,Sports,sports
llm_ag_news,10.6692,169.559,167.311,1.962,2,Business,business
llm_ag_news,10.6829,155.877,155.078,0.482,2,Business,sci/tech
llm_ag_news,10.6830,155.896,154.926,0.654,2,World,world
llm_ag_news,10.6863,152.536,152.023,0.231,2,Business,world
llm_ag_news,10.7015,137.353,136.555,0.551,2,Business,business
llm_ag_news,10.7015,137.385,136.111,1.023,2,Business,business
llm_ag_news,10.7168,122.116,121.499,0.368,2,Business,business
llm_ag_news,10.7311,107.841,107.116,0.509,2,Sports,sports
llm_ag_news,10.7323,106.658,106.121,0.332,2,World,world
llm_ag_news,10.7695,69.483,67.374,1.933,2,Business,sci/tech
llm_ag_news,10.7908,48.194,47.717,0.337,2,Business,sci/tech
llm_ag_news,10.8251,83.957,82.839,0.724,2,Business,business
llm_ag_news,10.8473,61.722,61.074,0.409,2,World,world
llm_ag_news,10.8535,55.552,55.077,0.273,2,Business,world
llm_ag_news,10.8967,194.917,193.244,1.231,2,Business,sci/tech
llm_ag_news,10.9070,184.609,183.917,0.404,2,Sports,sports
llm_ag_news,10.9202,171.559,170.784,0.474,2,Business,sci/tech
llm_ag_news,10.9245,167.294,166.656,0.319,2,Sports,sports
llm_ag_news,10.9347,157.048,156.253,0.509,2,Business,business
llm_ag_news,10.9540,137.740,137.064,0.421,2,Sports,sports
llm_ag_news,10.9694,122.450,121.614,0.572,2,Sports,sports
llm_ag_news,10.9694,122.469,121.262,0.939,2,Business,sci/tech
llm_ag_news,10.9694,122.469,121.134,1.101,2,Business,business
llm_ag_news,10.9799,112.040,110.304,1.506,2,World,world
llm_ag_news,11.0146,77.378,75.619,1.568,2,World,world
llm_ag_news,11.0158,76.185,75.088,0.929,2,Business,sports
llm_ag_news,11.0390,52.988,52.496,0.352,2,Business,sci/tech
llm_ag_news,10.8273,762.976,762.026,0.504,2,Science/Tech,sci/tech
llm_ag_news,11.0872,503.091,502.335,0.468,2,Business,sci/tech
llm_ag_news,11.0931,497.339,496.505,0.537,2,Business,world
llm_ag_news,11.1033,487.178,486.581,0.300,2,World,world
llm_ag_news,11.1115,478.977,478.449,0.265,2,World,world
llm_ag_news,11.1158,474.663,474.232,0.200,2,Business,business
llm_ag_news,11.1220,468.537,467.903,0.409,2,Business,business
llm_ag_news,11.1272,463.362,462.881,0.293,2,Business,world
llm_ag_news,11.1304,460.127,459.274,0.673,2,Sports,sports
llm_ag_news,11.1304,460.145,459.100,0.873,2,Business,business
llm_ag_news,11.1357,454.922,454.545,0.223,2,Sports,sports
llm_ag_news,11.1669,423.746,421.920,1.684,2,Business,sci/tech
llm_ag_news,11.1721,418.536,418.022,0.389,2,Business,sci/tech
llm_ag_news,11.1985,392.166,391.665,0.368,2,World,world
llm_ag_news,11.2058,384.915,384.229,0.570,2,Sports,sports
llm_ag_news,11.2261,364.712,361.557,3.021,2,Sports,sports
llm_ag_news,11.2423,348.470,348.058,0.296,2,Sports,sports
llm_ag_news,11.2599,330.907,330.531,0.272,2,Business,sci/tech
llm_ag_news,11.2641,326.738,326.430,0.218,2,Sports,sports
llm_ag_news,11.2763,314.592,314.250,0.260,2,World,sci/tech
llm_ag_news,11.3181,272.953,272.569,0.303,2,Sports,sports
llm_ag_news,11.3373,253.735,252.248,1.411,2,World,world
llm_ag_news,11.3550,236.177,235.909,0.190,2,Sports,sports
llm_ag_news,11.3651,226.053,225.361,0.616,2,Business,sports
llm_ag_news,11.3803,210.897,210.476,0.323,2,Sports,sports
llm_ag_news,11.3906,200.681,200.278,0.310,2,World,sci/tech
llm_ag_news,11.3938,197.482,197.133,0.258,2,Business,business
llm_ag_news,11.3990,192.298,191.760,0.456,2,Business,business
llm_ag_news,11.4012,190.129,189.786,0.255,2,Business,sci/tech
llm_ag_news,11.4164,174.965,174.586,0.301,2,Sports,sports
llm_ag_news,11.4176,173.806,173.351,0.374,2,Sports,sports
llm_ag_news,11.4189,172.510,172.246,0.190,2,Business,world
llm_ag_news,11.4221,169.403,169.123,0.194,2,Business,business
llm_ag_news,11.4292,162.354,161.732,0.463,2,Sports,sports
llm_ag_news,11.4314,160.244,159.850,0.205,2,Business,business
llm_ag_news,11.4508,140.904,140.537,0.214,2,Business,business
llm_ag_news,11.4620,129.749,129.375,0.235,2,World,world
llm_ag_news,11.5352,56.538,55.950,0.465,2,Sports,sports
llm_ag_news,11.0004,682.102,681.414,0.256,2,Science/Tech,sci/tech
llm_ag_news,11.5832,99.353,98.782,0.289,2,Business,business
llm_ag_news,11.5938,88.757,88.102,0.366,2,World,world
llm_ag_news,11.6040,78.580,77.978,0.360,2,Sports,sports
llm_ag_news,11.6040,78.576,77.726,0.651,2,Sports,sports
llm_ag_news,11.6283,54.336,53.702,0.467,2,Business,business
llm_ag_news,11.1763,544.049,543.446,0.292,2,Science/Tech,sci/tech
llm_ag_news,11.6786,41.820,41.148,0.447,2,Business,sci/tech
llm_ag_news,11.6877,32.706,32.122,0.396,2,Business,business
llm_ag_news,11.7099,42.651,41.622,0.708,2,Sports,sports
llm_ag_news,11.7101,42.454,41.501,0.737,2,Business,business
llm_ag_news,11.8167,561.040,560.165,0.493,2,Sports,sports
llm_ag_news,11.8181,559.729,558.729,0.734,2,Business,world
llm_ag_news,11.8393,538.546,537.787,0.509,2,Business,business
llm_ag_news,11.8405,537.323,536.773,0.320,2,Business,sci/tech
llm_ag_news,11.8447,533.138,532.704,0.242,2,Sports,sports
llm_ag_news,11.8511,526.791,526.288,0.320,2,Sports,sports
llm_ag_news,11.8663,511.626,511.122,0.343,2,Business,sci/tech
llm_ag_news,11.8663,511.636,510.921,0.582,2,Business,business
llm_ag_news,11.8736,504.432,504.031,0.266,2,Business,business
llm_ag_news,11.8768,501.248,500.935,0.207,2,Business,sci/tech
llm_ag_news,11.9021,475.954,475.491,0.363,2,Business,sci/tech
llm_ag_news,11.9093,468.780,468.442,0.250,2,World,world
llm_ag_news,11.9105,467.655,467.361,0.204,2,Business,business
llm_ag_news,11.9186,459.523,459.199,0.246,2,Business,world
llm_ag_news,11.9218,456.393,456.067,0.247,2,Sports,sports
llm_ag_news,11.9218,456.424,455.975,0.372,2,Business,business
llm_ag_news,11.9230,455.271,455.012,0.185,2,Business,business
llm_ag_news,11.9403,438.010,434.209,3.728,2,World,sci/tech
llm_ag_news,11.9403,438.035,433.410,4.554,2,Business,business
llm_ag_news,11.9476,430.799,430.411,0.293,2,Business,sci/tech
llm_ag_news,11.9612,417.225,416.928,0.217,2,Business,sci/tech
llm_ag_news,11.9734,405.082,404.761,0.243,2,Business,sci/tech
llm_ag_news,12.0006,377.923,377.542,0.309,2,Business,sci/tech
llm_ag_news,12.0078,370.754,370.399,0.273,2,Business,sci/tech
llm_ag_news,12.0160,362.561,362.028,0.458,2,Business,sci/tech
llm_ag_news,12.0183,360.356,359.888,0.386,2,Business,sci/tech
llm_ag_news,12.0285,350.193,349.826,0.293,2,Business,sci/tech
llm_ag_news,12.0690,309.724,309.362,0.270,2,Business,sci/tech
llm_ag_news,12.0793,299.569,299.031,0.438,2,Business,sci/tech
llm_ag_news,12.1260,252.888,252.556,0.250,2,Business,sci/tech
llm_ag_news,12.1701,208.865,208.592,0.192,2,Business,sci/tech
llm_ag_news,12.1802,198.965,197.942,0.725,2,Business,sci/tech
llm_ag_news,12.2024,176.790,176.113,0.411,2,Business,sci/tech
llm_ag_news,12.2037,175.572,175.097,0.201,2,Business,sci/tech
llm_ag_news,12.2048,174.433,173.999,0.192,2,Business,sci/tech
llm_ag_news,12.2080,171.333,170.777,0.302,2,Business,sci/tech
llm_ag_news,12.2221,157.163,156.565,0.373,2,Sports,sports
llm_ag_news,12.2221,157.182,156.297,0.660,2,Sports,sports
llm_ag_news,12.2504,128.906,128.090,0.621,2,Sports,sports
llm_ag_news,12.2861,93.261,92.744,0.372,2,Sports,sports
llm_ag_news,12.3584,86.130,85.041,0.646,2,Sports,sports
llm_ag_news,12.3584,86.117,84.770,1.031,2,Sports,sports
llm_ag_news,12.3609,83.635,83.035,0.329,2,Business,world
llm_ag_news,12.3711,73.410,72.833,0.330,2,Business,world
llm_ag_news,12.3724,72.175,71.377,0.587,2,World,world
llm_ag_news,11.8779,650.676,650.020,0.188,2,Science/Tech,sci/tech
llm_ag_news,11.9578,570.791,569.968,0.481,2,Science/Tech,sci/tech
llm_ag_news,12.0607,467.957,467.199,0.417,2,Science/Tech,sci/tech
llm_ag_news,12.1208,407.858,407.304,0.261,2,Science/Tech,sci/tech
llm_ag_news,12.1272,401.515,401.053,0.185,2,Science/Tech,sci/tech
llm_ag_news,12.1574,371.349,370.811,0.297,2,Science/Tech,sci/tech
llm_ag_news,12.1676,361.193,360.697,0.244,2,Science/Tech,sci/tech
llm_ag_news,12.1687,360.056,359.459,0.352,2,Science/Tech,sci/tech
llm_ag_news,12.2024,326.382,325.582,0.595,2,Science/Tech,sci/tech
llm_ag_news,12.4304,98.395,96.830,1.368,2,Business,world
llm_ag_news,12.4792,49.691,49.179,0.376,2,World,world
llm_ag_news,12.4895,39.441,38.980,0.340,2,Business,world
llm_ag_news,12.5168,36.498,35.835,0.446,2,World,world
llm_ag_news,12.5480,52.591,51.792,0.434,2,World,world
llm_ag_news,12.5573,43.278,42.573,0.437,2,Sports,sports
llm_ag_news,12.5646,36.057,35.507,0.322,2,Business,business
llm_ag_news,12.5928,48.182,47.491,0.391,2,World,world
llm_ag_news,12.6017,39.313,38.602,0.523,2,Business,sci/tech
llm_ag_news,12.6370,167.601,166.666,0.515,2,Sports,sports
llm_ag_news,12.6511,153.460,152.850,0.335,2,Sports,sports
llm_ag_news,12.6613,143.278,142.660,0.328,2,World,world
llm_ag_news,12.6686,136.060,135.351,0.414,2,Business,sci/tech
llm_ag_news,12.6739,130.804,130.248,0.294,2,World,world
llm_ag_news,12.6761,128.581,128.029,0.322,2,Sports,sports
llm_ag_news,12.6761,128.618,127.887,0.489,2,World,world
llm_ag_news,12.6814,123.420,122.887,0.275,2,Sports,sports
llm_ag_news,12.6814,123.415,122.777,0.414,2,World,world
llm_ag_news,12.6846,120.220,119.804,0.201,2,Business,sci/tech
llm_ag_news,12.7318,72.997,72.300,0.511,2,Business,business
llm_ag_news,12.7672,37.656,31.943,5.549,2,Business,sci/tech
llm_ag_news,12.8015,42.829,39.049,3.419,2,Business,world
llm_ag_news,12.8079,36.408,35.741,0.431,2,World,world
llm_ag_news,12.8504,25.649,24.971,0.406,2,Business,business
llm_ag_news,12.8667,646.287,645.118,0.562,2,Business,business
llm_ag_news,12.8667,646.281,644.897,0.931,2,Sports,sports
llm_ag_news,12.8710,641.958,641.203,0.345,2,Sports,sports
llm_ag_news,12.8861,626.913,626.121,0.356,2,Sports,sports
llm_ag_news,12.8894,623.677,623.020,0.253,2,Business,sci/tech
llm_ag_news,12.8905,622.502,621.914,0.215,2,World,world
llm_ag_news,12.9107,602.378,601.415,0.571,2,Business,sci/tech
llm_ag_news,12.9107,602.368,600.906,1.112,2,World,world
llm_ag_news,12.9120,601.097,600.535,0.250,2,Sports,world
llm_ag_news,12.9392,573.967,573.297,0.339,2,Sports,sports
llm_ag_news,12.9444,568.739,568.189,0.252,2,Business,world
llm_ag_news,12.9827,530.556,529.763,0.491,2,Business,sci/tech
llm_ag_news,13.0053,507.950,507.338,0.371,2,Business,sci/tech
llm_ag_news,13.0278,485.458,484.865,0.344,2,Business,world
llm_ag_news,13.0312,482.061,481.610,0.207,2,Sports,sports
llm_ag_news,13.0514,461.898,461.309,0.376,2,Business,world
llm_ag_news,13.0526,460.714,460.092,0.416,2,Sports,sports
llm_ag_news,13.0558,457.562,457.167,0.218,2,World,world
llm_ag_news,13.0671,446.286,445.679,0.441,2,Sports,world
llm_ag_news,13.0673,446.106,445.592,0.354,2,Business,world
llm_ag_news,13.0825,430.938,428.850,1.933,2,Sports,sports
llm_ag_news,13.0837,429.787,428.548,1.091,2,Business,business
llm_ag_news,13.0869,426.641,424.989,1.517,2,Business,business
llm_ag_news,13.0880,425.506,424.704,0.683,2,World,world
llm_ag_news,13.1212,392.388,391.918,0.343,2,World,world
llm_ag_news,13.1724,341.133,340.449,0.572,2,Business,business
llm_ag_news,13.1918,321.837,321.294,0.421,2,Business,world
llm_ag_news,13.2082,305.429,303.222,2.105,2,Sports,world
llm_ag_news,13.2124,301.291,300.758,0.433,2,Business,sci/tech
llm_ag_news,13.2286,285.123,284.687,0.337,2,World,world
llm_ag_news,13.2451,268.739,268.312,0.320,2,Business,business
llm_ag_news,13.2653,248.518,248.090,0.330,2,Business,sci/tech
llm_ag_news,13.2886,225.292,224.729,0.473,2,Business,business
llm_ag_news,13.3129,201.020,200.250,0.691,2,Sports,sports
llm_ag_news,13.3129,201.048,199.910,1.051,2,Sports,sports
llm_ag_news,13.3296,184.441,184.071,0.285,2,Sports,sports
llm_ag_news,13.3437,170.302,169.928,0.297,2,Business,business
llm_ag_news,13.3732,140.883,140.443,0.367,2,World,world
llm_ag_news,13.3745,139.664,139.323,0.266,2,Business,business
llm_ag_news,13.3906,123.504,123.055,0.374,2,Sports,sports
llm_ag_news,13.4009,113.324,112.972,0.276,2,Business,business
llm_ag_news,13.4091,105.149,104.811,0.265,2,Business,sci/tech
llm_ag_news,13.4113,102.985,102.530,0.381,2,Business,business
llm_ag_news,13.4325,81.826,81.333,0.420,2,World,world
llm_ag_news,13.4427,71.618,71.150,0.360,2,Sports,sports
llm_ag_news,13.4440,70.392,70.068,0.234,2,Business,world
llm_ag_news,13.0215,529.260,528.232,0.473,2,Science/Tech,sci/tech
llm_ag_news,13.0301,520.752,520.075,0.269,2,Science/Tech,sci/tech
llm_ag_news,13.5506,24.931,24.166,0.535,2,Sports,sports
llm_ag_news,13.5650,50.898,49.705,0.826,2,World,world
llm_ag_news,13.5713,44.636,44.058,0.355,2,Business,sci/tech
llm_ag_news,13.6180,23.909,23.289,0.340,2,Business,business
llm_ag_news,13.7459,21.346,20.565,0.378,2,,sci/tech
llm_ag_news,13.6442,386.553,385.698,0.360,2,Business,sci/tech
llm_ag_news,13.6664,364.377,363.597,0.330,2,Business,sci/tech
llm_ag_news,13.6676,363.165,362.486,0.265,2,Business,sci/tech
llm_ag_news,13.7154,316.320,314.671,0.429,2,Sports,sports
llm_ag_news,13.7257,306.039,304.453,0.400,2,Technology,sci/tech
llm_ag_news,13.7502,281.470,280.039,0.278,2,Business,business
llm_ag_news,13.7525,279.239,277.231,0.889,2,Sports,sports
llm_ag_news,13.7837,248.018,246.384,0.576,2,Business,world
llm_ag_news,13.7909,240.789,239.455,0.306,2,Sports,sports
llm_ag_news,13.8012,230.538,225.689,3.850,2,Business,sci/tech
llm_ag_news,13.8086,223.131,221.725,0.444,2,World,world
llm_ag_news,13.8159,215.788,214.572,0.294,2,Business,sci/tech
llm_ag_news,13.8213,210.391,208.869,0.670,2,Sports,business
llm_ag_news,13.8225,209.222,208.119,0.280,2,Sports,sports
llm_ag_news,13.8507,181.057,179.912,0.355,2,Sports,sports
llm_ag_news,13.8529,178.837,177.872,0.210,2,Sports,sports
llm_ag_news,13.8591,172.674,168.636,3.315,2,World,world
llm_ag_news,13.8868,144.920,144.047,0.228,2,World,world
llm_ag_news,13.9020,129.741,128.264,0.867,2,World,world
llm_ag_news,13.9142,117.529,116.586,0.363,2,Sports,sports
llm_ag_news,13.9455,86.254,85.126,0.580,2,Business,world
llm_ag_news,13.9478,84.203,83.019,0.415,2,Sports,sports
llm_ag_news,13.9581,73.972,72.917,0.315,2,Sports,sports
llm_ag_news,13.9683,63.758,62.602,0.445,2,Sports,world
llm_ag_news,14.0165,183.038,181.940,0.469,2,Sports,sports
llm_ag_news,14.0448,154.813,153.604,0.731,2,Sports,sports
llm_ag_news,14.0448,154.812,153.465,0.907,2,Business,world
llm_ag_news,14.0472,152.910,151.885,0.202,2,Sports,sports
llm_ag_news,14.0533,146.762,145.758,0.219,2,World,world
llm_ag_news,14.0565,143.595,140.647,2.200,2,Sports,sports
llm_ag_news,14.0637,136.402,135.306,0.379,2,World,world
llm_ag_news,14.0649,135.201,133.897,0.623,2,World,world
llm_ag_news,14.0791,121.028,120.086,0.296,2,World,world
llm_ag_news,14.0813,118.838,117.977,0.247,2,Sports,sports
llm_ag_news,14.0844,115.672,114.850,0.242,2,Business,business
llm_ag_news,14.1428,57.285,56.136,0.597,2,Sports,sports
llm_ag_news,14.1662,33.948,33.030,0.395,2,Sports,sports
llm_ag_news,13.6839,526.164,525.614,0.336,2,Science/Tech,sci/tech
llm_ag_news,14.1974,139.219,134.727,2.968,2,Sports,sports
llm_ag_news,14.1974,139.210,134.459,3.360,2,World,world
llm_ag_news,14.2022,134.391,132.717,0.324,2,Sports,sports
llm_ag_news,14.2084,128.209,126.627,0.265,2,World,world
llm_ag_news,14.2338,102.812,101.091,0.437,2,Business,world
llm_ag_news,14.2481,88.553,86.902,0.398,2,Business,world
llm_ag_news,14.2481,88.546,86.753,0.570,2,Business,business
llm_ag_news,14.2523,84.319,82.724,0.400,2,Sports,sports
llm_ag_news,14.2765,60.104,58.570,0.371,2,Sports,sports
llm_ag_news,14.3570,95.608,94.750,0.407,2,World,world
llm_ag_news,14.3633,89.512,88.691,0.283,2,Sports,sports
llm_ag_news,14.3738,79.054,78.099,0.461,2,Business,business
llm_ag_news,14.3850,67.829,67.060,0.349,2,Business,sci/tech
llm_ag_news,14.3952,57.629,56.822,0.438,2,World,world
llm_ag_news,14.4198,33.083,32.373,0.414,2,Business,world
llm_ag_news,14.4500,529.743,528.652,0.427,2,Business,business
llm_ag_news,14.4523,527.466,525.289,1.648,2,Business,business
llm_ag_news,14.4640,515.830,514.979,0.368,2,Business,business
llm_ag_news,14.4652,514.834,513.897,0.245,2,Sports,sports
llm_ag_news,14.4684,511.647,510.729,0.258,2,World,world
llm_ag_news,14.4786,501.514,499.694,1.122,2,Business,sci/tech
llm_ag_news,14.4829,497.279,496.248,0.365,2,Business,sci/tech
llm_ag_news,14.4841,496.102,495.130,0.336,2,Business,business
llm_ag_news,14.5134,466.757,465.558,0.602,2,World,world
llm_ag_news,14.5326,447.575,446.529,0.444,2,Business,world
llm_ag_news,14.5379,442.305,441.458,0.276,2,Business,sci/tech
llm_ag_news,14.5491,431.089,430.240,0.310,2,Sports,sports
llm_ag_news,14.5523,427.879,427.136,0.234,2,Business,sci/tech
llm_ag_news,14.5555,424.713,424.005,0.219,2,Sports,sports
llm_ag_news,14.5617,418.542,417.831,0.260,2,Business,business
llm_ag_news,14.6019,378.459,377.444,0.450,2,Sports,sports
llm_ag_news,14.6092,371.181,370.285,0.328,2,Sports,sports
llm_ag_news,14.6235,357.448,356.002,0.392,2,Business,sci/tech
llm_ag_news,14.6340,346.949,345.623,0.302,2,Business,business
llm_ag_news,14.6532,327.723,326.276,0.454,2,World,world
llm_ag_news,14.7010,279.967,278.664,0.373,2,World,world
llm_ag_news,14.7194,261.513,260.299,0.345,2,Business,sports
llm_ag_news,14.7257,255.294,254.139,0.317,2,Business,sci/tech
llm_ag_news,14.7549,226.151,224.813,0.414,2,Business,sci/tech
llm_ag_news,14.7572,223.863,222.705,0.263,2,Business,world
llm_ag_news,14.7584,222.664,221.557,0.239,2,World,world
llm_ag_news,14.7696,211.463,210.278,0.344,2,World,world
llm_ag_news,14.7709,210.248,209.182,0.228,2,Business,business
llm_ag_news,14.7751,206.067,204.844,0.413,2,Business,business
llm_ag_news,14.7863,194.873,193.806,0.282,2,Business,world
llm_ag_news,14.7905,190.662,189.626,0.275,2,Sports,sports
llm_ag_news,14.8289,152.263,151.030,0.497,2,Business,business
llm_ag_news,14.8402,140.937,139.876,0.358,2,Sports,sports
llm_ag_news,14.8505,130.669,129.527,0.477,2,Business,sci/tech
llm_ag_news,14.8607,120.427,119.478,0.320,2,Business,sci/tech
llm_ag_news,14.8833,97.850,96.909,0.349,2,World,world
llm_ag_news,14.9035,77.645,76.756,0.335,2,Sports,sports
llm_ag_news,14.9408,40.370,39.350,0.500,2,Sports,sports
llm_ag_news,14.9691,104.602,103.830,0.450,2,Sports,sports
llm_ag_news,14.9795,94.267,90.983,3.080,2,Business,sci/tech
llm_ag_news,14.9823,91.544,90.525,0.738,2,Sports,sports
llm_ag_news,14.9877,86.169,85.711,0.252,2,World,sci/tech
llm_ag_news,15.0099,64.015,63.449,0.375,3,Sports,sports
llm_ag_news,14.4942,590.502,589.939,0.246,2,Science/Tech,sci/tech
llm_ag_news,14.6947,390.038,389.161,0.663,2,Science/Tech,sci/tech
llm_ag_news,14.8780,206.805,205.280,1.354,2,Science/Tech,sci/tech
llm_ag_news,15.0723,81.008,78.433,2.125,3,World,world
llm_ag_news,15.0981,55.193,54.654,0.289,3,Sports,sports
llm_ag_news,15.1003,53.007,52.597,0.204,3,Business,sports
llm_ag_news,15.2315,58.891,57.851,0.625,3,Sports,sports
llm_ag_news,15.2428,47.542,46.893,0.393,3,World,sci/tech
llm_ag_news,15.2831,31.078,30.223,0.502,3,Business,business
llm_ag_news,15.3045,34.372,33.495,0.621,3,Business,business
llm_ag_news,15.3313,80.348,79.284,0.602,3,Business,sci/tech
llm_ag_news,15.3368,74.837,74.220,0.303,3,Sports,sports
llm_ag_news,15.3602,51.481,50.818,0.422,3,Sports,sports
llm_ag_news,15.5263,25.588,24.802,0.365,3,Business,world
llm_ag_news,15.5660,26.083,25.175,0.505,3,Business,business
llm_ag_news,15.6055,48.315,47.512,0.467,3,Sports,sports
llm_ag_news,15.6649,56.158,55.116,0.447,3,Business,business
llm_ag_news,15.6935,27.657,26.571,0.606,3,Business,business
llm_ag_news,15.7208,54.017,52.934,0.628,3,World,world
llm_ag_news,15.7208,54.005,51.862,1.813,3,Sports,sports
llm_ag_news,15.8259,25.712,24.785,0.561,3,Business,business
llm_ag_news,15.9067,26.018,24.989,0.605,3,World,world
llm_ag_news,15.9401,36.048,35.427,0.396,3,Sports,sports
llm_ag_news,16.0053,23.999,23.345,0.385,3,Sports,sports
llm_ag_news,16.0394,74.127,73.172,0.368,3,Business,business
llm_ag_news,16.0478,65.769,64.764,0.591,3,Business,sci/tech
llm_ag_news,16.0580,55.598,54.669,0.485,3,Business,business
llm_ag_news,16.2808,24.641,23.714,0.558,3,Sports,sports
llm_ag_news,16.3656,24.045,23.361,0.391,3,Business,business
llm_ag_news,16.3957,31.120,30.440,0.410,3,Sports,sports
llm_ag_news,16.4899,24.664,23.723,0.575,3,Business,world
llm_ag_news,16.5380,54.156,53.309,0.403,3,Business,business
llm_ag_news,16.6412,24.651,23.754,0.512,3,Business,sci/tech
llm_ag_news,16.7143,23.522,22.825,0.375,3,Sports,sports
llm_ag_news,16.8080,48.521,47.488,0.587,3,Sports,sports
llm_ag_news,16.8080,48.508,46.184,2.010,3,Business,sci/tech
llm_ag_news,17.0969,39.706,38.875,0.477,3,Business,business
llm_ag_news,17.0982,38.404,37.411,0.739,3,Business,business
llm_ag_news,17.1324,65.256,64.167,0.679,3,Business,sci/tech
llm_ag_news,17.1551,42.555,41.857,0.427,3,Business,sci/tech
llm_ag_news,17.1904,30.831,30.062,0.519,3,World,world
llm_ag_news,17.1409,103.765,103.061,0.337,3,Science/Tech,sci/tech
llm_ag_news,17.2198,24.877,24.216,0.406,3,Business,business
llm_ag_news,17.4133,24.434,23.460,0.621,3,Business,world
llm_ag_news,17.4448,23.127,22.439,0.355,3,Sports,sports
llm_ag_news,17.6451,33.880,32.910,0.587,3,Business,business
llm_ag_news,17.7031,24.001,23.240,0.430,3,Business,business
llm_ag_news,17.7372,24.960,24.277,0.395,3,World,sci/tech
llm_ag_news,17.7990,23.641,22.980,0.387,3,Business,business
llm_ag_news,17.8550,76.146,74.929,0.494,3,Business,sci/tech
llm_ag_news,17.8944,36.836,35.872,0.393,3,Business,sci/tech
llm_ag_news,17.8751,74.265,73.215,0.378,3,Science/Tech,sci/tech
llm_ag_news,18.0470,57.230,56.217,0.526,3,Business,sci/tech
llm_ag_news,18.0526,51.717,50.941,0.453,3,Business,sci/tech
llm_ag_news,18.1013,35.319,34.555,0.459,3,Business,sci/tech
llm_ag_news,18.3042,57.821,57.173,0.344,3,Business,sci/tech
llm_ag_news,18.3315,30.572,29.860,0.464,3,Business,sci/tech
llm_ag_news,18.4417,25.138,24.119,0.464,3,Business,sci/tech
llm_ag_news,18.4666,51.081,50.121,0.477,3,Science/Tech,sci/tech
llm_ag_news,18.6749,50.140,48.460,0.543,3,Business,sci/tech
llm_ag_news,18.6852,39.809,38.495,0.339,3,Business,sci/tech
llm_ag_news,18.7205,44.492,43.460,0.515,3,Science/Tech,sci/tech
llm_ag_news,18.7681,23.498,22.717,0.390,3,Business,sci/tech
llm_ag_news,18.8597,42.554,41.544,0.589,3,Science/Tech,sci/tech
llm_ag_news,18.9174,41.355,40.556,0.403,3,Science/Tech,sci/tech
llm_ag_news,19.0201,101.416,98.475,2.284,3,Science/Tech,sci/tech
llm_ag_news,19.0299,91.569,90.593,0.451,3,Science/Tech,sci/tech
llm_ag_news,19.1356,24.252,23.335,0.446,3,Business,sci/tech
llm_ag_news,19.3023,29.524,28.489,0.581,3,Business,sci/tech
llm_ag_news,19.3953,122.629,121.814,0.473,3,Business,sci/tech
llm_ag_news,19.4363,81.760,81.120,0.344,3,Business,sci/tech
llm_ag_news,19.4578,60.248,59.386,0.647,3,Business,sci/tech
llm_ag_news,19.4664,51.670,51.121,0.353,3,Business,sci/tech
llm_ag_news,19.4210,115.108,113.269,1.604,3,Science/Tech,sci/tech
llm_ag_news,19.5392,23.905,23.311,0.337,3,Sports,sports
llm_ag_news,19.5922,33.675,32.914,0.431,3,Sports,sports
llm_ag_news,19.6450,33.584,32.851,0.384,3,Sports,sports
llm_ag_news,19.7099,36.566,35.708,0.401,3,Sports,sports
llm_ag_news,19.8626,45.768,45.049,0.399,3,Sports,sports
llm_ag_news,19.8668,41.579,40.879,0.426,3,Sports,sports
llm_ag_news,19.9011,54.973,53.581,0.545,3,Business,world
llm_ag_news,19.9187,37.360,36.233,0.427,3,Business,world
llm_ag_news,20.0002,35.986,33.470,2.029,3,World,world
