predict_type,exec_time_seconds,style_type,prompt_length,negative_prompt_length,num_images_per_prompt,num_inference_steps,checkpoint_model_version_id,lora_args
f54c9d4e8a16832ef4cd01da8f723c8c,19.0,,107.0,,8.0,30.0,f9c4915ff864089286f00a0da73721b7,[]
e867a9754d73155e90d62f88dbedfc62,15.0,,58.0,28.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,22.0,,107.0,,8.0,30.0,f9c4915ff864089286f00a0da73721b7,[]
e867a9754d73155e90d62f88dbedfc62,23.0,,58.0,,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
f54c9d4e8a16832ef4cd01da8f723c8c,26.0,,107.0,,8.0,30.0,f9c4915ff864089286f00a0da73721b7,[]
e867a9754d73155e90d62f88dbedfc62,22.0,88585aaa7d5402c0928a0c8639c83bab,49.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,36.0,f89076e37bd882bc3af87483da7dd1fa,46.0,26.0,1.0,30.0,9762dde6b60f229c0f2eeb6a78edc569,[]
f54c9d4e8a16832ef4cd01da8f723c8c,26.0,,107.0,,8.0,40.0,f9c4915ff864089286f00a0da73721b7,[]
e867a9754d73155e90d62f88dbedfc62,13.0,88585aaa7d5402c0928a0c8639c83bab,46.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,13.0,88585aaa7d5402c0928a0c8639c83bab,44.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,14.0,88585aaa7d5402c0928a0c8639c83bab,43.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,21.0,88585aaa7d5402c0928a0c8639c83bab,57.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,12.0,88585aaa7d5402c0928a0c8639c83bab,50.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,24.0,88585aaa7d5402c0928a0c8639c83bab,53.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,16.0,88585aaa7d5402c0928a0c8639c83bab,52.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
f54c9d4e8a16832ef4cd01da8f723c8c,28.0,,107.0,,8.0,40.0,f9c4915ff864089286f00a0da73721b7,[]
f54c9d4e8a16832ef4cd01da8f723c8c,27.0,,108.0,,8.0,40.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': '84ccfcce45fdda705091a9de5392462e', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,19.0,,11.0,26.0,8.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,21.0,,35.0,26.0,4.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
f54c9d4e8a16832ef4cd01da8f723c8c,30.0,,109.0,,8.0,40.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': '84ccfcce45fdda705091a9de5392462e', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,20.0,,35.0,26.0,4.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,22.0,,35.0,26.0,4.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,22.0,,35.0,26.0,4.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,23.0,88585aaa7d5402c0928a0c8639c83bab,58.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,24.0,,1.0,,1.0,30.0,f9c4915ff864089286f00a0da73721b7,[]
e867a9754d73155e90d62f88dbedfc62,22.0,88585aaa7d5402c0928a0c8639c83bab,47.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,23.0,,35.0,26.0,4.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,46.0,,23.0,,1.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': '7338a781b57bf45847c702bfd05b2a80', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,9.0,,149.0,541.0,1.0,33.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,19.0,15d0db7a5e41fc1c1c595e16c66079c5,67.0,26.0,1.0,30.0,83c0982f2d5a8e7d5de8ab742af0d0b4,[]
e867a9754d73155e90d62f88dbedfc62,27.0,88585aaa7d5402c0928a0c8639c83bab,54.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,38.0,,27.0,,1.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': '7338a781b57bf45847c702bfd05b2a80', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,32.0,,35.0,26.0,4.0,30.0,ddd2e8c220072a5951b37078518ba809,[]
e867a9754d73155e90d62f88dbedfc62,48.0,,27.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': '7338a781b57bf45847c702bfd05b2a80', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,17.0,,75.0,196.0,1.0,33.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,23.0,,75.0,196.0,8.0,33.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,28.0,,35.0,26.0,4.0,30.0,ddd2e8c220072a5951b37078518ba809,[]
e867a9754d73155e90d62f88dbedfc62,13.0,88585aaa7d5402c0928a0c8639c83bab,47.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,53.0,,27.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': '7338a781b57bf45847c702bfd05b2a80', 'scale': 6.0}]"
e867a9754d73155e90d62f88dbedfc62,27.0,,33.0,26.0,4.0,30.0,ddd2e8c220072a5951b37078518ba809,[]
e867a9754d73155e90d62f88dbedfc62,20.0,88585aaa7d5402c0928a0c8639c83bab,56.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,23.0,88585aaa7d5402c0928a0c8639c83bab,72.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,16.0,,75.0,196.0,8.0,33.0,b25aea7ea25a08940f7e8053231264c4,[]
e867a9754d73155e90d62f88dbedfc62,15.0,,33.0,26.0,4.0,30.0,ddd2e8c220072a5951b37078518ba809,[]
e867a9754d73155e90d62f88dbedfc62,54.0,,27.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': '7338a781b57bf45847c702bfd05b2a80', 'scale': 0.8}]"
e867a9754d73155e90d62f88dbedfc62,54.0,,78.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': '7338a781b57bf45847c702bfd05b2a80', 'scale': 0.8}]"
e867a9754d73155e90d62f88dbedfc62,24.0,,75.0,196.0,8.0,33.0,da20ec862f90eae590cc0ac39f791e08,[]
e867a9754d73155e90d62f88dbedfc62,26.0,,29.0,26.0,4.0,30.0,ddd2e8c220072a5951b37078518ba809,[]
e867a9754d73155e90d62f88dbedfc62,15.0,88585aaa7d5402c0928a0c8639c83bab,63.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,29.0,,76.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': '7338a781b57bf45847c702bfd05b2a80', 'scale': 0.8}]"
e867a9754d73155e90d62f88dbedfc62,17.0,,75.0,196.0,8.0,33.0,aba3bc392c775a723e2cede2983ffbc7,[]
e867a9754d73155e90d62f88dbedfc62,23.0,,29.0,26.0,4.0,30.0,ddd2e8c220072a5951b37078518ba809,[]
e867a9754d73155e90d62f88dbedfc62,20.0,15d0db7a5e41fc1c1c595e16c66079c5,84.0,26.0,1.0,30.0,83c0982f2d5a8e7d5de8ab742af0d0b4,[]
e867a9754d73155e90d62f88dbedfc62,28.0,,29.0,26.0,4.0,30.0,ddd2e8c220072a5951b37078518ba809,[]
e867a9754d73155e90d62f88dbedfc62,39.0,,75.0,196.0,8.0,33.0,aba3bc392c775a723e2cede2983ffbc7,[]
e867a9754d73155e90d62f88dbedfc62,17.0,659b3aca8434712ef2808aa672f18eb5,55.0,26.0,1.0,30.0,ddd2e8c220072a5951b37078518ba809,[]
e867a9754d73155e90d62f88dbedfc62,27.0,,29.0,26.0,4.0,30.0,ddd2e8c220072a5951b37078518ba809,[]
e867a9754d73155e90d62f88dbedfc62,28.0,982976b1c0c8b925e2a7f7eeb62759eb,59.0,26.0,2.0,30.0,c6d6ddfb5a45cc6b7332e86c5e12775c,[]
e867a9754d73155e90d62f88dbedfc62,66.0,,66.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': '7338a781b57bf45847c702bfd05b2a80', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,20.0,,55.0,26.0,1.0,30.0,f9c95dd7e904711eef0f713598886b04,[]
e867a9754d73155e90d62f88dbedfc62,21.0,88585aaa7d5402c0928a0c8639c83bab,79.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,20.0,,29.0,26.0,4.0,30.0,ddd2e8c220072a5951b37078518ba809,[]
e867a9754d73155e90d62f88dbedfc62,27.0,982976b1c0c8b925e2a7f7eeb62759eb,62.0,26.0,2.0,30.0,c6d6ddfb5a45cc6b7332e86c5e12775c,[]
e867a9754d73155e90d62f88dbedfc62,24.0,88585aaa7d5402c0928a0c8639c83bab,70.0,26.0,2.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,22.0,,29.0,26.0,4.0,30.0,ddd2e8c220072a5951b37078518ba809,[]
e867a9754d73155e90d62f88dbedfc62,48.0,,66.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': '7338a781b57bf45847c702bfd05b2a80', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,33.0,,29.0,26.0,4.0,30.0,ddd2e8c220072a5951b37078518ba809,[]
e867a9754d73155e90d62f88dbedfc62,20.0,982976b1c0c8b925e2a7f7eeb62759eb,81.0,26.0,1.0,30.0,c6d6ddfb5a45cc6b7332e86c5e12775c,[]
e867a9754d73155e90d62f88dbedfc62,31.0,,8.0,,1.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': 'b3ff03d5f308ea62d14355f8f67f0f95', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,23.0,88585aaa7d5402c0928a0c8639c83bab,48.0,26.0,2.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,24.0,,29.0,26.0,4.0,30.0,ddd2e8c220072a5951b37078518ba809,[]
e867a9754d73155e90d62f88dbedfc62,21.0,982976b1c0c8b925e2a7f7eeb62759eb,58.0,26.0,1.0,30.0,c6d6ddfb5a45cc6b7332e86c5e12775c,[]
e867a9754d73155e90d62f88dbedfc62,22.0,88585aaa7d5402c0928a0c8639c83bab,61.0,26.0,2.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
4c2487237ebe5f821950d09158742384,26.0,,8.0,,1.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': 'b3ff03d5f308ea62d14355f8f67f0f95', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,22.0,,29.0,26.0,4.0,30.0,ddd2e8c220072a5951b37078518ba809,[]
e867a9754d73155e90d62f88dbedfc62,12.0,88585aaa7d5402c0928a0c8639c83bab,46.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,20.0,,43.0,26.0,4.0,30.0,ddd2e8c220072a5951b37078518ba809,[]
e867a9754d73155e90d62f88dbedfc62,18.0,88585aaa7d5402c0928a0c8639c83bab,44.0,26.0,2.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
f54c9d4e8a16832ef4cd01da8f723c8c,41.0,,92.0,26.0,1.0,40.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,32.0,,43.0,26.0,4.0,30.0,ddd2e8c220072a5951b37078518ba809,[]
e867a9754d73155e90d62f88dbedfc62,17.0,88585aaa7d5402c0928a0c8639c83bab,45.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,49.0,,75.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': '7338a781b57bf45847c702bfd05b2a80', 'scale': 1.0}]"
f54c9d4e8a16832ef4cd01da8f723c8c,50.0,,92.0,26.0,8.0,40.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,22.0,88585aaa7d5402c0928a0c8639c83bab,36.0,26.0,2.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,27.0,,43.0,26.0,4.0,30.0,ddd2e8c220072a5951b37078518ba809,[]
e867a9754d73155e90d62f88dbedfc62,29.0,15d0db7a5e41fc1c1c595e16c66079c5,67.0,26.0,1.0,30.0,83c0982f2d5a8e7d5de8ab742af0d0b4,[]
4c2487237ebe5f821950d09158742384,26.0,,12.0,,1.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': 'b3ff03d5f308ea62d14355f8f67f0f95', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,55.0,,75.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': '7338a781b57bf45847c702bfd05b2a80', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,30.0,15d0db7a5e41fc1c1c595e16c66079c5,71.0,26.0,1.0,30.0,83c0982f2d5a8e7d5de8ab742af0d0b4,[]
e867a9754d73155e90d62f88dbedfc62,17.0,88585aaa7d5402c0928a0c8639c83bab,36.0,26.0,2.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,9.0,88585aaa7d5402c0928a0c8639c83bab,48.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,40.0,,2.0,,1.0,30.0,f9c4915ff864089286f00a0da73721b7,[]
e867a9754d73155e90d62f88dbedfc62,23.0,88585aaa7d5402c0928a0c8639c83bab,22.0,26.0,2.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,14.0,88585aaa7d5402c0928a0c8639c83bab,50.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,15.0,88585aaa7d5402c0928a0c8639c83bab,47.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,15.0,88585aaa7d5402c0928a0c8639c83bab,40.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,19.0,06e536f5c0819e7aa379dcd35556f441,52.0,26.0,1.0,30.0,4da23763f5721d525703525dd45c9ef7,[]
e867a9754d73155e90d62f88dbedfc62,22.0,88585aaa7d5402c0928a0c8639c83bab,45.0,26.0,2.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,28.0,,43.0,26.0,4.0,30.0,ddd2e8c220072a5951b37078518ba809,[]
f54c9d4e8a16832ef4cd01da8f723c8c,39.0,,92.0,,8.0,40.0,f9c4915ff864089286f00a0da73721b7,[]
e867a9754d73155e90d62f88dbedfc62,51.0,,75.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': '7338a781b57bf45847c702bfd05b2a80', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,16.0,88585aaa7d5402c0928a0c8639c83bab,58.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,19.0,06e536f5c0819e7aa379dcd35556f441,49.0,26.0,1.0,30.0,4da23763f5721d525703525dd45c9ef7,[]
e867a9754d73155e90d62f88dbedfc62,16.0,,47.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,21.0,88585aaa7d5402c0928a0c8639c83bab,57.0,26.0,2.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,23.0,0d0b9485670cafe330f7b702a93fcf68,46.0,26.0,1.0,30.0,2930f581cec52c94bb26303ad51b9f54,[]
e867a9754d73155e90d62f88dbedfc62,54.0,,23.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': '7338a781b57bf45847c702bfd05b2a80', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,19.0,659b3aca8434712ef2808aa672f18eb5,45.0,26.0,1.0,30.0,ddd2e8c220072a5951b37078518ba809,[]
e867a9754d73155e90d62f88dbedfc62,25.0,88585aaa7d5402c0928a0c8639c83bab,43.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,15.0,88585aaa7d5402c0928a0c8639c83bab,42.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,60.0,,19.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': '7338a781b57bf45847c702bfd05b2a80', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,28.0,,43.0,26.0,4.0,30.0,ddd2e8c220072a5951b37078518ba809,[]
e867a9754d73155e90d62f88dbedfc62,22.0,15d0db7a5e41fc1c1c595e16c66079c5,60.0,26.0,1.0,30.0,83c0982f2d5a8e7d5de8ab742af0d0b4,[]
e867a9754d73155e90d62f88dbedfc62,61.0,,43.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': '7338a781b57bf45847c702bfd05b2a80', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,19.0,0d0b9485670cafe330f7b702a93fcf68,60.0,26.0,1.0,30.0,2930f581cec52c94bb26303ad51b9f54,[]
e867a9754d73155e90d62f88dbedfc62,17.0,88585aaa7d5402c0928a0c8639c83bab,66.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,10.0,659b3aca8434712ef2808aa672f18eb5,50.0,26.0,1.0,30.0,ddd2e8c220072a5951b37078518ba809,[]
e867a9754d73155e90d62f88dbedfc62,21.0,88585aaa7d5402c0928a0c8639c83bab,51.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,17.0,15d0db7a5e41fc1c1c595e16c66079c5,59.0,26.0,1.0,30.0,83c0982f2d5a8e7d5de8ab742af0d0b4,[]
e867a9754d73155e90d62f88dbedfc62,17.0,06e536f5c0819e7aa379dcd35556f441,41.0,26.0,1.0,30.0,4da23763f5721d525703525dd45c9ef7,[]
e867a9754d73155e90d62f88dbedfc62,61.0,,43.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': '7338a781b57bf45847c702bfd05b2a80', 'scale': 1.0}]"
f54c9d4e8a16832ef4cd01da8f723c8c,54.0,,92.0,,8.0,40.0,f9c4915ff864089286f00a0da73721b7,[]
e867a9754d73155e90d62f88dbedfc62,17.0,88585aaa7d5402c0928a0c8639c83bab,51.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,23.0,06e536f5c0819e7aa379dcd35556f441,41.0,26.0,1.0,30.0,4da23763f5721d525703525dd45c9ef7,[]
e867a9754d73155e90d62f88dbedfc62,19.0,15d0db7a5e41fc1c1c595e16c66079c5,52.0,26.0,1.0,30.0,83c0982f2d5a8e7d5de8ab742af0d0b4,[]
e867a9754d73155e90d62f88dbedfc62,14.0,,54.0,26.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,57.0,,55.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': '7338a781b57bf45847c702bfd05b2a80', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,65.0,,56.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': '7338a781b57bf45847c702bfd05b2a80', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,15.0,,513.0,26.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,47.0,,57.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': '7338a781b57bf45847c702bfd05b2a80', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,16.0,0d0b9485670cafe330f7b702a93fcf68,53.0,26.0,1.0,30.0,2930f581cec52c94bb26303ad51b9f54,[]
e867a9754d73155e90d62f88dbedfc62,59.0,,57.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': '7338a781b57bf45847c702bfd05b2a80', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,16.0,0d0b9485670cafe330f7b702a93fcf68,47.0,26.0,1.0,30.0,2930f581cec52c94bb26303ad51b9f54,[]
e867a9754d73155e90d62f88dbedfc62,18.0,,8.0,,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,28.0,982976b1c0c8b925e2a7f7eeb62759eb,52.0,26.0,8.0,30.0,c6d6ddfb5a45cc6b7332e86c5e12775c,[]
e867a9754d73155e90d62f88dbedfc62,18.0,88585aaa7d5402c0928a0c8639c83bab,56.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,32.0,06e536f5c0819e7aa379dcd35556f441,48.0,26.0,1.0,30.0,4da23763f5721d525703525dd45c9ef7,[]
e867a9754d73155e90d62f88dbedfc62,20.0,,9.0,,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,37.0,,5.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': '7338a781b57bf45847c702bfd05b2a80', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,27.0,06e536f5c0819e7aa379dcd35556f441,60.0,26.0,1.0,30.0,4da23763f5721d525703525dd45c9ef7,[]
e867a9754d73155e90d62f88dbedfc62,22.0,88585aaa7d5402c0928a0c8639c83bab,58.0,26.0,8.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,28.0,88585aaa7d5402c0928a0c8639c83bab,48.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,15.0,,16.0,,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,50.0,,52.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': '7338a781b57bf45847c702bfd05b2a80', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,26.0,88585aaa7d5402c0928a0c8639c83bab,88.0,26.0,8.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,18.0,88585aaa7d5402c0928a0c8639c83bab,57.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,26.0,,16.0,26.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,42.0,,3.0,,1.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': '061198543469adec54217b823be0834e', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,7.0,,58.0,26.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,45.0,,9.0,,4.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': '061198543469adec54217b823be0834e', 'scale': 1.0}]"
4c2487237ebe5f821950d09158742384,17.0,,140.0,26.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,41.0,,5.0,,4.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': '061198543469adec54217b823be0834e', 'scale': 1.0}]"
4c2487237ebe5f821950d09158742384,41.0,,140.0,26.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,23.0,982976b1c0c8b925e2a7f7eeb62759eb,48.0,26.0,1.0,30.0,c6d6ddfb5a45cc6b7332e86c5e12775c,[]
e867a9754d73155e90d62f88dbedfc62,31.0,,31.0,26.0,4.0,30.0,ddd2e8c220072a5951b37078518ba809,[]
4c2487237ebe5f821950d09158742384,15.0,,140.0,26.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,41.0,,3.0,,4.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': '7338a781b57bf45847c702bfd05b2a80', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,26.0,0d0b9485670cafe330f7b702a93fcf68,56.0,26.0,1.0,30.0,2930f581cec52c94bb26303ad51b9f54,[]
4c2487237ebe5f821950d09158742384,6.0,,140.0,26.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,19.0,88585aaa7d5402c0928a0c8639c83bab,45.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,30.0,,31.0,26.0,4.0,30.0,ddd2e8c220072a5951b37078518ba809,[]
e867a9754d73155e90d62f88dbedfc62,11.0,0d0b9485670cafe330f7b702a93fcf68,49.0,26.0,1.0,30.0,2930f581cec52c94bb26303ad51b9f54,[]
4c2487237ebe5f821950d09158742384,16.0,,140.0,26.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
